Employee_Number,Age,Gender,Education,Education_Field,Environment_Satisfaction,Marital_Status,Num_Companies_Worked,Over_18,Work_Life_Balance,Total_Working_Years,Distance_from_Home,Employee_Count,Years_at_Company,Business_Travel,Department,Job_Involvement,Job_Level,Job_Role,Years_in_Current_Role,Years_since_Last_Promotion,Years_with_Curr_Manager,Daily_Rate,Hourly_Rate,Monthly_Rate,Over_Time,Percent_Salary_Hike,Standard_Hours,Stock_Option_Level,Job_Satisfaction,Performance_Rating,Satisfaction_with_Manager,Training_Times_Last_Year,Attrition,Monthly_Income
1052,41,Male,3,Technical Degree,4,Divorced,5,Y,3,8,27,1,6,Travel Rarely,Research & Development,4,1,Laboratory Technician,4,0,2,990,87,5855,No,12,80,1,2,3,3,0,No,4876
234,34,Female,2,Technical Degree,2,Married,0,Y,3,10,11,1,9,Travel Frequently,Sales,3,3,Sales Executive,7,2,8,1467,92,22952,No,14,80,1,4,3,3,6,No,9738
273,44,Male,2,Life Sciences,3,Married,1,Y,2,9,4,1,9,Non-Travel,Research & Development,3,2,Laboratory Technician,7,0,8,805,57,23163,No,12,80,0,2,3,2,5,No,4447
557,44,Female,1,Medical,1,Married,5,Y,2,28,18,1,2,Travel Frequently,Research & Development,3,3,Healthcare Representative,2,1,2,1034,86,8984,No,11,80,0,3,3,4,3,No,10527
615,33,Female,3,Medical,4,Married,0,Y,3,10,1,1,9,Travel Rarely,Research & Development,2,2,Laboratory Technician,7,0,0,817,60,10846,No,12,80,1,4,3,2,0,No,5363
640,45,Male,3,Marketing,1,Divorced,4,Y,4,28,9,1,7,Travel Rarely,Sales,3,3,Sales Executive,7,4,3,377,52,15986,No,11,80,1,4,3,1,1,Yes,10096
364,29,Male,4,Medical,3,Single,1,Y,3,1,1,1,1,Travel Rarely,Research & Development,3,1,Research Scientist,1,1,0,1082,87,18775,No,17,80,0,2,3,2,4,No,2501
771,46,Male,4,Medical,3,Divorced,1,Y,4,20,16,1,19,Travel Frequently,Research & Development,4,2,Manufacturing Director,10,2,7,1379,64,6759,Yes,19,80,0,3,3,3,3,No,5067
330,22,Male,3,Medical,2,Married,2,Y,2,6,1,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,0,2,0,813,61,3020,Yes,16,80,1,4,3,1,2,Yes,2293
1020,27,Male,3,Medical,3,Married,1,Y,3,1,24,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,1,0,0,329,51,7324,Yes,17,80,3,2,3,3,3,Yes,2408
106,29,Female,3,Life Sciences,4,Single,1,Y,1,7,3,1,7,Travel Frequently,Research & Development,3,1,Research Scientist,2,7,7,561,33,4156,No,12,80,0,3,3,1,2,Yes,4084
1328,36,Female,3,Technical Degree,2,Single,4,Y,4,12,1,1,6,Travel Rarely,Research & Development,3,3,Manufacturing Director,5,1,2,799,59,23848,No,17,80,0,4,3,4,3,No,7491
347,58,Male,4,Marketing,2,Divorced,0,Y,3,12,7,1,11,Travel Rarely,Sales,4,2,Sales Executive,7,1,9,696,52,10893,Yes,18,80,1,4,3,2,3,No,5220
483,45,Female,4,Life Sciences,2,Single,4,Y,3,7,9,1,2,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,2,0,207,64,5411,No,12,80,0,3,3,3,2,No,2105
263,58,Male,4,Medical,4,Single,6,Y,2,25,18,1,9,Travel Rarely,Research & Development,3,3,Manufacturing Director,7,5,4,1429,67,20002,No,12,80,0,4,3,4,6,No,10512
1045,34,Female,4,Life Sciences,3,Single,9,Y,3,18,2,1,16,Travel Rarely,Research & Development,3,2,Manufacturing Director,14,5,12,429,53,2323,Yes,11,80,0,2,3,4,2,No,5410
680,49,Male,4,Medical,2,Married,2,Y,3,10,7,1,1,Travel Rarely,Research & Development,2,2,Manufacturing Director,0,0,0,1169,34,13983,No,17,80,0,3,3,3,2,No,6132
1423,44,Female,2,Life Sciences,3,Divorced,4,Y,4,9,4,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,0,3,1268,30,6319,Yes,11,80,1,1,3,1,3,No,5006
37,39,Female,4,Life Sciences,4,Married,3,Y,3,10,10,1,7,Travel Rarely,Research & Development,4,1,Laboratory Technician,7,1,7,1171,46,22495,Yes,13,80,1,3,3,3,3,No,2213
847,57,Male,3,Medical,2,Divorced,4,Y,2,37,2,1,16,Non-Travel,Sales,3,4,Manager,9,14,14,350,52,22577,No,22,80,1,2,4,4,0,No,16291
620,41,Male,3,Life Sciences,1,Divorced,1,Y,3,25,12,1,25,Travel Rarely,Research & Development,2,4,Research Director,10,3,9,982,59,4345,No,11,80,1,2,3,3,3,No,14336
211,44,Male,2,Medical,1,Married,9,Y,3,22,2,1,20,Non-Travel,Research & Development,2,4,Manager,8,11,8,1195,65,20462,No,23,80,1,4,4,4,1,No,16792
182,33,Male,4,Medical,4,Widowed,1,Y,2,9,13,1,8,Travel Rarely,Sales,3,3,Sales Executive,7,1,1,1239,39,22914,No,18,80,1,3,3,3,2,No,8628
672,28,Male,1,Technical Degree,3,Married,1,Y,3,1,2,1,1,Travel Rarely,Sales,3,1,Sales Representative,0,0,0,202,72,17434,No,18,80,1,2,3,1,3,No,2476
1004,49,Female,3,Life Sciences,4,Married,0,Y,3,19,1,1,18,Non-Travel,Sales,3,2,Sales Executive,7,0,13,145,95,24920,No,12,80,1,3,3,1,3,No,6347
1295,25,Female,2,Life Sciences,3,Married,1,Y,3,9,1,1,9,Travel Rarely,Research & Development,3,3,Manufacturing Director,7,0,7,608,68,6009,No,11,80,0,1,3,4,3,No,7412
342,38,Female,4,Life Sciences,3,Married,0,Y,3,21,2,1,20,Travel Rarely,Sales,3,5,Manager,15,1,12,1398,79,13022,No,14,80,0,3,3,4,2,No,18041
300,35,Male,4,Life Sciences,3,Single,2,Y,2,18,10,1,1,Travel Rarely,Research & Development,3,2,Manufacturing Director,0,0,1,1305,49,21123,Yes,12,80,0,2,3,4,2,No,4197
356,27,Male,3,Technical Degree,3,Divorced,5,Y,2,6,17,1,4,Travel Rarely,Research & Development,2,1,Laboratory Technician,1,0,3,1404,32,18779,No,12,80,1,4,3,1,2,Yes,2367
511,24,Male,3,Other,3,Married,0,Y,3,8,6,1,7,Travel Frequently,Research & Development,4,1,Laboratory Technician,7,7,7,1096,61,7102,No,18,80,1,4,3,1,3,No,2544
736,40,Female,3,Medical,4,Divorced,0,Y,3,10,2,1,9,Travel Rarely,Research & Development,2,1,Laboratory Technician,6,7,8,269,56,8007,Yes,11,80,1,1,3,3,4,No,2593
132,33,Female,4,Life Sciences,3,Single,1,Y,3,6,16,1,5,Travel Frequently,Research & Development,2,1,Research Scientist,2,1,3,702,100,8306,No,16,80,0,4,3,3,3,No,2553
1418,32,Male,3,Life Sciences,3,Married,2,Y,3,9,4,1,5,Travel Rarely,Sales,3,3,Sales Executive,3,1,0,1480,64,24444,Yes,13,80,3,4,3,4,3,No,9713
250,45,Female,4,Life Sciences,4,Divorced,8,Y,3,19,8,1,16,Travel Rarely,Research & Development,2,2,Research Scientist,13,1,7,1003,74,21029,Yes,23,80,3,1,4,1,2,No,4615
1325,32,Female,3,Life Sciences,3,Widowed,1,Y,3,7,16,1,6,Non-Travel,Sales,3,2,Sales Executive,5,1,2,530,36,16130,Yes,25,80,1,4,4,3,2,No,5368
694,31,Male,4,Other,4,Single,1,Y,2,10,1,1,10,Travel Rarely,Research & Development,3,1,Research Scientist,9,7,8,527,63,5207,Yes,13,80,0,4,3,3,2,Yes,2686
1042,36,Female,2,Medical,3,Married,2,Y,2,17,1,1,3,Travel Rarely,Research & Development,2,1,Research Scientist,1,0,2,1017,83,18697,No,14,80,1,1,3,1,2,No,3920
859,34,Male,4,Life Sciences,3,Single,9,Y,3,10,9,1,1,Travel Rarely,Research & Development,2,2,Healthcare Representative,1,0,0,755,97,19394,No,19,80,0,2,3,3,5,No,6540
1465,44,Male,3,Marketing,1,Married,1,Y,3,10,26,1,10,Non-Travel,Sales,2,2,Sales Executive,7,4,5,336,52,24162,No,15,80,1,1,3,1,2,No,4385
899,33,Male,3,Life Sciences,1,Single,1,Y,3,9,7,1,9,Travel Frequently,Research & Development,1,2,Laboratory Technician,7,0,6,658,66,22887,Yes,24,80,0,3,4,4,3,Yes,6074
1213,32,Male,3,Life Sciences,4,Divorced,1,Y,3,15,10,1,15,Non-Travel,Sales,3,2,Sales Executive,14,0,7,1375,87,12313,Yes,14,80,1,3,3,3,3,No,4001
603,37,Male,4,Other,4,Divorced,8,Y,3,7,19,1,2,Travel Rarely,Research & Development,3,2,Research Scientist,2,2,2,835,41,5141,No,14,80,3,4,3,2,2,No,3902
884,52,Female,3,Other,3,Divorced,4,Y,2,26,5,1,14,Travel Rarely,Research & Development,3,5,Manager,13,4,8,1282,58,10735,No,11,80,1,3,3,4,3,No,19094
1177,27,Male,3,Medical,2,Married,1,Y,4,5,4,1,5,Non-Travel,Sales,3,2,Sales Executive,4,0,4,120,43,8863,No,15,80,0,3,3,2,3,No,4221
1334,27,Female,4,Medical,4,Single,1,Y,1,5,28,1,5,Travel Rarely,Research & Development,2,1,Research Scientist,4,0,4,468,73,8489,No,14,80,0,1,3,2,3,No,3785
458,40,Female,3,Technical Degree,2,Married,1,Y,3,23,12,1,22,Travel Rarely,Research & Development,3,5,Research Director,15,15,8,1360,49,16280,No,12,80,0,3,3,4,0,Yes,19545
634,36,Male,3,Other,2,Divorced,1,Y,3,10,11,1,10,Travel Frequently,Research & Development,3,3,Research Director,8,0,7,663,47,10056,Yes,14,80,3,4,3,3,1,No,12185
1451,43,Female,1,Life Sciences,1,Married,1,Y,3,10,2,1,10,Travel Rarely,Research & Development,4,1,Research Scientist,5,7,7,1117,72,19982,No,13,80,1,4,3,4,5,No,2011
1415,26,Male,3,Technical Degree,3,Married,0,Y,2,6,17,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,1,1157,51,13364,Yes,16,80,1,2,3,4,3,No,3058
1167,33,Female,3,Technical Degree,3,Divorced,1,Y,3,8,14,1,8,Travel Rarely,Sales,3,1,Sales Representative,2,0,6,204,31,2912,Yes,18,80,2,3,3,4,3,No,2579
1382,39,Male,4,Other,3,Divorced,3,Y,4,11,9,1,8,Non-Travel,Research & Development,3,2,Laboratory Technician,7,0,7,663,81,23099,No,11,80,2,3,3,3,2,No,3975
1182,49,Male,4,Life Sciences,4,Married,3,Y,3,10,9,1,4,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,0,3,432,96,18725,No,23,80,2,4,4,2,4,No,2075
986,31,Male,3,Life Sciences,2,Married,1,Y,3,10,1,1,10,Travel Rarely,Research & Development,3,2,Research Scientist,4,0,9,548,66,7346,No,17,80,2,2,3,2,3,No,6220
650,35,Male,2,Technical Degree,3,Single,0,Y,1,7,5,1,6,Non-Travel,Research & Development,4,1,Laboratory Technician,5,1,3,1413,84,25470,No,14,80,0,3,3,1,2,No,3500
95,26,Male,4,Medical,1,Single,1,Y,3,4,5,1,4,Travel Rarely,Sales,3,2,Sales Executive,2,0,2,821,98,24252,No,14,80,0,4,3,2,3,No,4908
898,35,Female,4,Life Sciences,3,Single,1,Y,3,18,16,1,17,Travel Rarely,Research & Development,4,1,Laboratory Technician,13,15,14,885,43,8269,No,16,80,0,1,3,3,1,Yes,2743
721,28,Male,3,Life Sciences,3,Married,4,Y,1,9,3,1,5,Non-Travel,Research & Development,3,1,Laboratory Technician,3,1,4,1400,53,16734,No,15,80,1,4,3,3,3,No,2097
900,30,Male,4,Medical,1,Divorced,4,Y,4,13,6,1,7,Travel Rarely,Sales,4,2,Sales Executive,7,5,7,525,66,6219,No,22,80,2,4,4,4,4,No,5460
853,39,Female,2,Life Sciences,2,Married,2,Y,3,18,8,1,1,Travel Rarely,Research & Development,3,2,Manufacturing Director,0,0,0,369,92,5041,Yes,16,80,1,1,3,2,3,No,6516
1458,19,Male,3,Technical Degree,1,Single,1,Y,3,1,4,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,129,84,13008,No,19,80,0,1,3,2,2,Yes,2973
1436,43,Female,3,Life Sciences,3,Divorced,4,Y,3,8,1,1,2,Travel Rarely,Human Resources,3,1,Human Resources,2,2,2,528,44,4167,Yes,18,80,3,4,3,1,2,No,3195
1248,25,Male,2,Life Sciences,4,Divorced,1,Y,2,9,10,1,9,Travel Frequently,Research & Development,3,3,Manufacturing Director,7,1,7,294,32,4809,No,21,80,2,1,4,3,4,No,8793
272,38,Male,1,Life Sciences,1,Single,7,Y,3,18,24,1,7,Travel Rarely,Research & Development,3,2,Research Scientist,7,1,7,116,52,5340,No,13,80,0,4,3,1,2,No,4108
1447,49,Female,3,Life Sciences,4,Married,4,Y,3,25,28,1,3,Travel Rarely,Research & Development,3,4,Research Director,2,1,2,1322,43,22422,Yes,11,80,0,1,3,2,2,No,16880
1163,27,Female,2,Life Sciences,4,Single,0,Y,3,10,15,1,9,Travel Rarely,Research & Development,2,2,Laboratory Technician,5,0,8,153,49,12682,Yes,12,80,0,3,3,4,3,No,4193
137,47,Male,3,Marketing,3,Divorced,4,Y,3,15,7,1,2,Travel Rarely,Sales,3,2,Sales Executive,2,2,2,1221,96,24795,No,11,80,3,1,3,1,3,No,5486
1388,38,Male,3,Technical Degree,4,Married,3,Y,4,19,5,1,1,Travel Rarely,Sales,3,2,Sales Representative,0,0,0,895,56,3335,No,14,80,1,4,3,3,6,Yes,2086
50,29,Female,4,Life Sciences,4,Divorced,1,Y,2,10,2,1,10,Non-Travel,Sales,3,3,Sales Executive,8,9,6,587,57,8935,Yes,19,80,1,3,3,1,5,No,9852
361,54,Male,2,Technical Degree,2,Married,3,Y,3,12,20,1,10,Travel Rarely,Research & Development,3,2,Laboratory Technician,7,0,8,147,37,15972,Yes,19,80,1,4,3,4,4,No,5415
895,48,Male,4,Life Sciences,3,Widowed,3,Y,3,29,7,1,8,Travel Rarely,Research & Development,3,3,Healthcare Representative,7,0,7,1490,35,20948,No,14,80,2,2,3,2,3,No,10466
1031,24,Male,2,Life Sciences,1,Married,3,Y,3,6,9,1,3,Travel Rarely,Sales,2,1,Sales Representative,2,2,2,383,68,15182,No,12,80,0,1,3,1,2,Yes,4400
805,37,Male,3,Life Sciences,4,Divorced,1,Y,3,4,7,1,4,Travel Frequently,Research & Development,4,1,Research Scientist,2,0,3,693,57,15748,No,11,80,3,3,3,4,2,No,2610
1454,22,Female,2,Life Sciences,4,Married,1,Y,1,1,17,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,984,97,3372,No,13,80,1,2,3,1,3,Yes,2210
136,41,Male,2,Marketing,4,Married,6,Y,4,21,5,1,1,Travel Rarely,Sales,3,5,Manager,0,0,0,265,90,7770,No,13,80,0,3,3,2,3,No,18303
155,44,Female,3,Life Sciences,3,Married,4,Y,4,9,4,1,5,Travel Rarely,Human Resources,1,3,Human Resources,0,0,3,176,56,6595,No,21,80,2,3,4,3,2,No,9756
365,24,Male,1,Life Sciences,4,Divorced,1,Y,3,7,2,1,7,Travel Frequently,Research & Development,4,2,Manufacturing Director,7,0,7,772,77,4973,No,17,80,2,3,3,3,6,No,5206
932,30,Female,3,Medical,4,Married,0,Y,1,10,12,1,9,Travel Rarely,Research & Development,3,2,Healthcare Representative,7,8,5,616,41,17369,Yes,11,80,2,4,3,3,2,No,5855
857,26,Male,3,Technical Degree,4,Single,2,Y,2,5,1,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,2,640,84,4732,No,11,80,0,1,3,2,2,No,2080
1161,30,Male,4,Life Sciences,4,Single,1,Y,3,1,2,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,1259,95,24852,No,12,80,0,2,3,1,2,Yes,1393
985,28,Female,4,Medical,2,Married,1,Y,3,9,17,1,9,Travel Rarely,Research & Development,3,3,Manager,1,0,8,634,95,25927,Yes,23,80,2,1,4,4,2,No,11916
888,29,Male,4,Life Sciences,4,Married,3,Y,3,8,11,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,4,0,2,1222,48,14871,Yes,19,80,1,4,3,2,2,No,2356
617,25,Male,1,Life Sciences,2,Married,0,Y,4,6,11,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,1,4,1377,91,7679,No,14,80,0,1,3,2,3,No,2099
76,37,Female,2,Medical,1,Divorced,1,Y,3,8,7,1,8,Travel Rarely,Sales,4,2,Sales Executive,0,7,7,322,44,19191,Yes,24,80,1,1,4,3,3,No,5605
352,47,Female,5,Marketing,2,Married,2,Y,3,14,2,1,9,Travel Rarely,Sales,3,2,Sales Executive,7,6,7,163,37,19658,No,14,80,1,4,3,1,2,No,4051
410,28,Male,3,Medical,4,Married,0,Y,3,12,1,1,11,Travel Rarely,Research & Development,3,1,Research Scientist,9,5,7,1465,63,9369,Yes,21,80,1,2,4,1,2,No,3579
421,44,Male,2,Medical,2,Divorced,8,Y,3,16,5,1,4,Travel Rarely,Human Resources,3,2,Human Resources,2,0,2,945,80,10425,Yes,22,80,1,2,4,4,2,No,5021
360,42,Male,3,Life Sciences,4,Single,1,Y,2,6,20,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,3,1467,49,21158,No,13,80,0,2,3,3,3,No,3420
865,17,Male,1,Medical,3,Single,1,N,3,0,8,1,0,Non-Travel,Research & Development,3,1,Laboratory Technician,0,0,0,247,80,13556,No,12,80,0,3,3,4,0,Yes,1904
975,39,Male,2,Medical,2,Married,2,Y,2,6,1,1,4,Travel Rarely,Sales,1,2,Sales Executive,3,0,2,1124,57,13273,Yes,22,80,3,4,4,3,2,No,7457
401,51,Female,4,Life Sciences,1,Married,2,Y,3,31,2,1,25,Travel Rarely,Sales,2,4,Manager,8,3,7,1219,78,22021,No,16,80,0,4,3,3,3,No,15427
1455,32,Male,2,Technical Degree,2,Married,0,Y,3,12,7,1,11,Travel Rarely,Sales,3,1,Sales Representative,10,5,7,1440,55,4944,Yes,25,80,1,3,4,2,4,No,2308
1193,35,Male,1,Human Resources,2,Single,1,Y,2,10,2,1,10,Travel Frequently,Human Resources,2,2,Human Resources,1,0,8,1213,94,4223,No,21,80,0,4,4,4,2,No,3886
753,53,Male,3,Medical,4,Single,0,Y,3,37,1,1,36,Travel Rarely,Research & Development,3,5,Manager,10,4,13,452,81,18938,Yes,14,80,0,1,3,3,2,No,19045
1028,52,Female,4,Medical,1,Married,4,Y,2,27,1,1,3,Non-Travel,Research & Development,2,4,Manufacturing Director,2,0,2,661,60,22308,Yes,20,80,3,3,4,4,2,No,12965
1230,36,Female,1,Life Sciences,3,Single,3,Y,2,8,1,1,0,Travel Rarely,Research & Development,3,1,Research Scientist,0,0,0,362,43,14561,No,17,80,0,1,3,4,3,No,2619
869,40,Male,3,Medical,2,Single,4,Y,3,16,29,1,1,Travel Rarely,Research & Development,1,2,Laboratory Technician,0,0,0,188,56,9558,No,19,80,0,4,3,1,3,No,4272
256,51,Female,4,Life Sciences,4,Married,8,Y,3,9,11,1,5,Travel Rarely,Research & Development,3,2,Laboratory Technician,2,1,4,1325,82,21821,No,20,80,1,3,4,2,3,No,3149
1376,42,Male,3,Life Sciences,1,Single,4,Y,2,7,9,1,3,Non-Travel,Research & Development,3,1,Research Scientist,2,1,2,343,52,24978,No,13,80,0,3,3,3,2,No,2438
1435,32,Male,3,Medical,2,Married,4,Y,3,10,29,1,8,Travel Rarely,Research & Development,3,2,Laboratory Technician,7,7,7,285,86,17491,No,13,80,2,3,3,1,1,No,5429
382,46,Male,3,Medical,1,Single,2,Y,3,25,25,1,17,Travel Rarely,Research & Development,3,3,Healthcare Representative,14,12,11,1180,84,13084,No,23,80,0,3,4,2,3,No,8633
1217,34,Male,2,Life Sciences,4,Divorced,6,Y,3,13,3,1,5,Travel Rarely,Research & Development,4,2,Healthcare Representative,4,0,4,1040,79,26308,No,20,80,1,1,4,1,3,No,6842
1189,36,Female,2,Life Sciences,1,Married,1,Y,3,10,10,1,10,Travel Rarely,Sales,3,2,Sales Executive,7,1,9,345,100,5982,No,11,80,1,4,3,3,1,No,5343
115,30,Male,3,Life Sciences,4,Married,1,Y,3,10,1,1,10,Travel Frequently,Research & Development,1,2,Research Scientist,8,8,7,1125,48,5771,No,21,80,0,1,4,2,6,No,5003
619,28,Male,3,Marketing,4,Divorced,1,Y,3,2,10,1,2,Travel Rarely,Sales,3,1,Sales Representative,2,2,2,1090,83,17967,No,14,80,2,2,3,4,2,No,2297
498,33,Female,4,Life Sciences,1,Married,1,Y,2,3,8,1,3,Travel Rarely,Sales,3,1,Sales Representative,2,0,2,384,72,20317,No,16,80,1,4,3,2,1,No,2572
1151,22,Male,1,Medical,2,Married,1,Y,4,5,9,1,4,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,0,2,650,37,4344,No,14,80,1,1,3,4,2,No,2500
656,35,Male,4,Medical,4,Married,5,Y,3,16,7,1,5,Travel Rarely,Research & Development,3,2,Research Scientist,3,0,4,783,78,13588,Yes,22,80,1,1,4,3,2,No,4284
506,30,Male,3,Life Sciences,2,Married,1,Y,1,5,7,1,5,Travel Frequently,Research & Development,4,1,Laboratory Technician,1,0,3,1311,100,26062,No,20,80,0,2,4,3,3,No,2794
1374,28,Female,3,Technical Degree,2,Single,0,Y,3,6,12,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,4,4,1082,83,19558,No,11,80,0,3,3,2,6,No,6577
752,28,Male,1,Marketing,4,Single,0,Y,3,4,7,1,3,Travel Rarely,Sales,3,1,Sales Representative,2,1,2,413,57,18398,No,14,80,0,2,3,1,3,No,2983
56,32,Female,1,Life Sciences,2,Single,3,Y,3,5,13,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,461,53,17241,No,18,80,0,4,3,1,4,No,3452
1046,32,Female,3,Life Sciences,1,Single,2,Y,2,11,16,1,0,Travel Rarely,Sales,3,3,Sales Executive,0,0,0,211,74,10092,Yes,20,80,0,1,4,3,2,Yes,8564
1132,48,Female,3,Medical,4,Married,2,Y,3,32,2,1,2,Travel Frequently,Research & Development,3,4,Manager,2,2,2,1421,30,9490,No,22,80,1,1,4,3,3,No,17856
1300,43,Male,5,Human Resources,1,Married,4,Y,3,14,1,1,10,Travel Frequently,Human Resources,3,2,Human Resources,7,0,2,602,37,10503,Yes,11,80,0,4,3,3,3,No,5743
1030,31,Female,4,Life Sciences,3,Single,1,Y,3,6,29,1,6,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,4,1,267,49,15919,No,13,80,0,2,3,3,3,No,2837
600,32,Female,4,Technical Degree,3,Single,1,Y,4,14,2,1,14,Travel Rarely,Research & Development,3,2,Healthcare Representative,11,4,11,404,98,6163,No,11,80,0,4,3,4,2,No,6687
286,36,Female,4,Marketing,2,Married,2,Y,2,20,2,1,4,Travel Rarely,Sales,1,2,Sales Representative,2,0,3,723,77,4244,Yes,20,80,2,4,4,1,4,No,5405
1366,29,Male,3,Life Sciences,3,Divorced,9,Y,2,10,7,1,5,Travel Rarely,Sales,2,3,Manager,4,0,1,688,44,25291,No,21,80,1,4,4,3,3,No,11557
344,31,Male,2,Life Sciences,4,Single,0,Y,2,8,2,1,7,Travel Frequently,Research & Development,3,1,Laboratory Technician,7,3,6,1005,79,11864,No,13,80,0,4,3,3,2,No,3068
1389,20,Male,1,Technical Degree,3,Married,0,Y,3,3,2,1,2,Travel Rarely,Research & Development,3,1,Laboratory Technician,1,2,1,594,100,19299,No,14,80,1,4,3,3,2,No,2523
1083,25,Female,4,Life Sciences,2,Divorced,0,Y,2,8,17,1,7,Travel Frequently,Human Resources,3,1,Human Resources,7,1,0,426,58,22808,Yes,11,80,1,3,3,2,2,Yes,2741
290,36,Female,5,Technical Degree,4,Single,3,Y,3,19,3,1,3,Travel Rarely,Research & Development,3,2,Research Scientist,2,2,2,364,32,2302,Yes,20,80,0,3,4,2,2,No,4317
1139,54,Male,1,Medical,4,Divorced,1,Y,3,34,8,1,33,Non-Travel,Research & Development,2,4,Healthcare Representative,9,15,0,177,37,25592,Yes,15,80,1,2,3,4,3,No,13577
1033,46,Male,4,Life Sciences,3,Single,7,Y,3,27,4,1,15,Travel Rarely,Research & Development,2,3,Healthcare Representative,11,4,8,1355,78,22245,No,14,80,0,3,3,2,3,No,10999
525,44,Male,4,Technical Degree,4,Divorced,2,Y,2,12,2,1,6,Travel Rarely,Research & Development,3,2,Manufacturing Director,3,1,4,150,60,17433,No,11,80,1,4,3,3,3,No,7379
424,29,Female,4,Marketing,1,Married,2,Y,3,9,7,1,3,Travel Frequently,Sales,3,3,Sales Executive,2,2,2,1125,68,8277,No,14,80,2,1,3,4,3,No,9637
806,32,Female,4,Marketing,1,Single,0,Y,3,6,9,1,5,Travel Rarely,Sales,3,2,Sales Executive,2,0,3,603,77,18385,Yes,17,80,0,1,3,1,3,Yes,8224
1249,28,Female,2,Medical,3,Divorced,1,Y,2,11,4,1,11,Travel Rarely,Sales,2,2,Sales Executive,8,2,7,1334,63,19760,Yes,12,80,3,2,3,2,4,No,5209
667,31,Male,3,Medical,4,Married,0,Y,3,5,7,1,4,Travel Frequently,Sales,3,2,Sales Executive,3,0,3,430,54,17456,No,14,80,2,1,3,1,2,No,4373
991,30,Male,4,Medical,2,Divorced,2,Y,1,9,13,1,3,Travel Rarely,Sales,3,2,Sales Executive,1,1,2,1365,46,11512,No,17,80,0,1,3,3,2,Yes,4233
1257,30,Male,3,Technical Degree,4,Single,1,Y,3,4,2,1,4,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,2,529,78,11288,No,14,80,0,1,3,4,4,No,2439
311,34,Male,1,Life Sciences,3,Married,0,Y,2,17,14,1,16,Travel Rarely,Research & Development,3,2,Healthcare Representative,8,4,11,1425,68,4821,Yes,17,80,1,4,3,1,2,No,6586
350,29,Female,2,Life Sciences,3,Married,1,Y,3,10,7,1,10,Travel Frequently,Research & Development,2,3,Manufacturing Director,9,8,9,798,48,14034,No,24,80,1,3,4,1,2,No,8943
622,39,Male,2,Life Sciences,4,Divorced,3,Y,3,8,8,1,2,Non-Travel,Research & Development,3,2,Healthcare Representative,2,2,2,1142,72,8841,Yes,18,80,0,4,3,3,2,No,4069
1005,31,Male,5,Life Sciences,3,Single,3,Y,3,8,6,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,4,1,4,120,43,12430,No,20,80,0,3,4,1,2,No,3038
1252,30,Female,3,Medical,1,Divorced,8,Y,2,4,4,1,2,Travel Rarely,Research & Development,4,1,Laboratory Technician,2,2,2,471,62,16031,No,12,80,1,3,3,2,0,No,3978
814,17,Female,3,Life Sciences,4,Single,1,N,4,0,1,1,0,Non-Travel,Research & Development,3,1,Laboratory Technician,0,0,0,1124,97,19305,No,15,80,0,4,3,3,5,No,1611
99,29,Male,3,Human Resources,3,Married,0,Y,1,12,9,1,11,Travel Rarely,Human Resources,3,2,Human Resources,9,4,7,1240,48,13982,Yes,19,80,0,4,3,4,2,No,6347
247,40,Male,3,Marketing,1,Single,1,Y,3,8,4,1,8,Travel Frequently,Sales,3,2,Sales Executive,7,7,7,143,56,9558,No,18,80,0,2,3,3,5,Yes,9355
646,28,Male,3,Technical Degree,3,Divorced,1,Y,2,1,7,1,1,Non-Travel,Research & Development,3,1,Research Scientist,0,0,0,990,64,7152,No,13,80,2,3,3,2,2,No,1274
313,43,Male,3,Life Sciences,4,Single,2,Y,3,6,17,1,0,Non-Travel,Research & Development,1,1,Research Scientist,0,0,0,111,74,4279,No,13,80,0,3,3,4,3,No,2290
1379,31,Female,2,Life Sciences,1,Single,1,Y,3,15,1,1,15,Travel Frequently,Research & Development,3,3,Research Director,14,8,12,515,98,15146,Yes,12,80,0,4,3,3,1,No,13458
635,52,Male,2,Medical,3,Divorced,6,Y,4,22,2,1,17,Travel Rarely,Sales,3,4,Manager,13,15,2,1376,45,13938,No,13,80,1,3,3,3,3,No,14852
